H2,CH4,C2H2,C2H4,C2H6,Fault
1084.0,400.0,45.0,1.0,1.0,T3
2.369,1110.0,12.59,1200.0,1.0,D1
0.0,6110.0,39.4,74.85,240.0,PD
48.0,22.0,17.0,570.0,3.97,T3
7911.85,160.0,159.0,8.13,0.0,D2
362881.0,130.55,683643.0,312.0,1.0,T1
66.0,400.0,18.0,3800.0,46.1,D1
12705.0,34.0,7025.0,7330.0,7.3,T1
362881.0,17.1,31.0,670.0,1.0,D2
43.0,27.0,669150.0,166.0,109.0,T3
117.0,10.0,34.0,312.0,0.0,D2
31.0,1670.0,8.0,10.0,70.0,T1
2240.0,559.0,38.0,8.0,239.0,D1
2177.0,940.0,460.0,7691.0,79.0,D2
70.0,100.0,3.0,56.88,7730.0,D1
810.0,695.16,299.0,166.0,36.2,D2
740.0,13000.0,250.0,66.0,207.0,T2
9.0,50.0,57.0,0.0,3.87,D2
6870.0,23498.0,103.0,66.0,256989.0,D2
1570.0,1115.0,16.0,2.0,1500.0,D1
128.0,61000.0,6.0,1810.0,0.0,D1
5100.0,37.3,323.0,200.0,22.0,T2
111.0,149.0,1.0,1200.0,2025.0,D2
755.0,170.0,380.0,2.0,94.0,D2
140.0,5.0,3.1,1140.0,30.1,T3
20000.0,367.0,9.0,448.0,11.0,D1
72.0,149.6,8.0,12.0,19.0,NF
1950.0,4980.0,7237.0,153.0,13.53,D2
10092.0,735.0,9.37,276.0,0.0,T3
100.0,940.0,231.0,2861.0,760.0,T3
7600.0,774.0,190961.0,447061.0,400.0,D2
305.0,3.0,38.0,197.0,3.23,NF
360.0,6730.0,1.0,4258.0,0.0,D1
24700.0,71.93,13.0,11.0,30.0,D1
462.0,780.0,10.0,10700.0,0.0,T3
4966.14,278.53,1560.0,45.0,763.0,D2
170.0,785.0,490.0,817.3,189531.0,NF
3675.0,4829.0,234.0,388782.0,169.0,D1
117.0,1230.0,0.0,3.0,21.0,D1
21.0,2740.0,3393.0,276.0,626.0,D2
72.0,6.6,74.7,42100.0,249.0,NF
84.0,4704.0,0.5,222.0,167.0,NF
139.0,20.2,113.0,1780.0,5.6,D1
43.0,20.0,182.0,836.0,298.0,D1
35.1,4000.0,243.0,40.0,45.0,PD
24700.0,1.5,1180.0,395.0,8.0,T3
