H2,CH4,C2H2,C2H4,C2H6,Fault
1594.576,0.0,396.285,491.26,618.84,D1
0.0,828.8,2660.654,1304.45,1487.09,T1
761.613,848.9,0.0,889.52,0.0,D1
1661.382,946.36,0.0,4434.72,622.62,D2
6825.357,960.28,2711.287,0.0,3170.78,NF
3536.543,0.0,1512.22,0.0,0.0,D1
2538.513,1766.58,986.483,2284.29,145.68,PD
2615.124,622.56,5079.292,316047.42,2006.01,T3
2426.93,1749.46,0.0,1102.13,1087.96,D2
0.0,0.0,2776.963,0.0,0.0,D1
875.039,382.16,119.653,599.8,0.0,T3
4924.22,46.92,0.0,867.09,0.0,D2
13617.329,2294.47,3871.474,631.53,2111.91,PD
4034.523,0.0,1223.677,0.0,0.0,D1
265.416,0.0,3026.542,0.0,438.7,D2
6409.729,2104.22,7189.574,3579.93,84.89,D2
31848.039,750.6,1230.822,0.0,1687.71,PD
1597.453,0.0,1180.999,0.0,846.87,D1
0.0,360.94,4832.021,0.0,2235.13,T1
0.0,1458.99,0.0,0.0,201.39,T3
0.0,0.0,0.0,429.26,239064.05,T3
0.0,1818.32,1215.449,2183.13,0.0,T1
1934.099,494.14,605314.626,140.6,21030.15,D2
1166.742,3773.06,3529.402,747.93,1252.85,D2
0.0,1092.99,3763.919,0.0,0.0,T3
0.0,0.0,0.0,0.0,0.0,T3
0.0,0.0,0.0,1782.15,208947.91,T3
0.0,1489.85,0.0,48.34,153025.89,T3
295.583,1555.24,0.0,0.0,174872.19,D1
0.0,1121.59,346.196,0.0,1767.07,T3
3579.868,325.24,3547.537,1684.94,2735.88,NF
3607.504,695.91,6200.903,0.0,2418.81,D2
374.093,2095.35,3951.733,5412.23,0.0,T3
0.0,0.0,0.0,0.0,998.38,D1
663.504,0.0,6367.316,2974.98,362.53,T1
830.914,0.0,3216.037,1130.06,45.83,T1
0.0,72.94,79.769,0.0,0.0,T3
2847.095,404.75,0.0,0.0,2104.86,PD
0.0,0.0,902.493,0.0,0.0,D1
0.0,2491.45,2892.807,0.0,180.92,PD
0.0,1622.36,3872.967,2772.36,847.99,T1
2886.082,1206.93,47.096,2144.22,1461.06,D2
797.926,607.61,0.0,0.0,534.64,D2
0.0,1632.95,0.0,1344.67,0.0,PD
3921.788,2779.93,1135.867,1113.22,2207.78,D2
2007.966,0.0,0.0,0.0,2690.57,D2
0.0,1006.73,0.0,2198.18,2447.76,T3
0.0,0.0,1571.496,0.0,403.7,D1
4323.671,2879.93,5095.719,3886.68,2240.61,D2
5933.427,342.04,4364.07,167.42,2753.42,D2
0.0,464.06,3861.903,192016.08,0.0,T2
2877.607,2107.0,1645.141,350546.74,1262.78,PD
0.0,0.0,3200.797,0.0,901.49,D1
0.0,4009.3,3795.809,2746.11,3776.96,NF
3652.399,227.19,0.0,315652.34,3384.22,D2
0.0,0.0,395.729,1759.19,299.53,PD
0.0,0.0,3439.876,3340.54,1946.46,D2
445.929,504.13,0.0,49.9,0.0,T2
2701.841,2759.06,0.0,49.73,2570.33,PD
6193.216,3394.15,2557.277,4088.44,4164.31,D2
0.0,2031.58,3893.599,733.43,1115.96,PD
0.0,0.0,0.0,88.07,258.55,T3
2552.601,0.0,233.857,3295.44,69.79,D2
3931.827,2809.67,1894.255,4290.2,0.0,PD
