H2,CH4,C2H2,C2H4,C2H6,Fault
7179.565,512.95,572443.061,0.0,5986.97,D2
0.0,0.0,0.0,0.0,0.0,T1
0.0,651.63,0.0,6415.29,1881.04,T1
0.0,0.0,2762.874,5178.43,647.29,T3
4610.907,0.0,0.0,4116.99,1516.55,D2
42583.335,32214.15,1574.439,3658.85,2379.27,T1T2
3188.146,0.0,905.122,0.0,666.17,D2
6386.642,0.0,1857.645,5311.6,337.51,D1
1573.93,2852.72,0.0,0.0,0.0,D1
0.0,0.0,717.533,3697.99,2421.56,NF
2489.894,796.24,0.0,5085.8,2311.63,T1
7506.814,1939.35,2480.478,0.0,0.0,T2
2367.373,212.82,0.0,5198.35,0.0,D1
2523.91,0.0,415181.556,2851.71,0.0,D2
262.426,2699.96,0.0,4120.92,2151.75,NF
0.0,0.0,0.0,5541.96,3445.73,NF
5956.714,3429.09,0.0,0.0,2515.86,D2
5449.72,2977.2,0.0,0.0,3483.18,D2
3788.696,20480.71,1058.432,4036.03,2031.72,T3
0.0,0.0,0.0,0.0,1662.44,D1
3505.163,531.65,0.0,5778.74,0.0,T3
5076.627,1563.5,0.0,3668.74,4484.38,D1
0.0,445.93,3621.485,2256.6,328.33,D1
1397.459,0.0,0.0,4568.02,306.77,NF
3624.336,1478.88,10035.304,2721.78,824.47,PD
754.315,2437.58,0.0,0.0,0.0,T2
0.0,784.2,432.436,0.0,0.0,D1
2108.327,0.0,4654.698,2391.98,1835.4,T3
2337.832,257.05,900.345,5493.8,0.0,T3
6088.731,3951.32,989.0,0.0,1545.32,T2
3147.17,0.0,424.535,5994.79,3203.75,T1
8353.858,0.0,0.0,7019.23,0.0,D2
3429.81,3387.49,433.276,2931.55,1752.97,NF
2141.021,0.0,4591.406,0.0,0.0,D1
4945.734,0.0,0.0,19679.52,3066.68,D2
5342.082,380.29,229577.18,0.0,1738.44,D2
7527.726,330.71,0.0,0.0,3671.42,D2
6478.295,1540.67,0.0,93.25,0.0,PD
6826.329,382.74,0.0,420343.96,182.18,D2
0.0,0.0,1817.525,5506.9,4954.4,NF
3585.491,7984.48,3086.348,0.0,0.0,T3
0.0,0.0,4359.421,0.0,1571.81,D1
304.309,0.0,4040.831,4144.49,0.0,T3
2832.219,195.6,3094.592,3216.1,1220.7,NF
100.804,0.0,0.0,4369.7,0.0,T3
461.15,0.0,409.505,1801.42,4190.23,NF
4160.942,0.0,1934.584,310.86,0.0,T3
6763.096,2482.74,2014.674,2908.97,1306.47,NF
348225.184,15115.54,1276.974,1710.67,1283.6,PD
685.271,2157.23,708.349,1996.71,0.0,D1
8250.121,1734.94,2101.819,3898.68,3392.88,D2
5067.29,5553.8,5091.058,3798.01,150.56,T3
0.0,0.0,5141.697,3978.55,1577.68,T1T2
6245.568,1554.58,0.0,59.53,969.89,D2
889.71,0.0,638.137,555.69,4749.54,T1
15306.492,1993.8,946.167,2895.16,3377.03,D1
1578.929,0.0,5325.818,4358.99,0.0,PD
5324.682,0.0,1131.282,1611.3,0.0,D2
2460.754,0.0,2013.214,0.0,346.54,T2
3940.268,3123.52,4880.203,4790.06,90.27,T3
503.014,0.0,5485.598,0.0,1470.28,D1
1021.208,884.19,0.0,6961.04,109.18,D1
2218.014,1535.58,3418.462,7849.63,1902.66,T3
4450.462,1685.97,0.0,168.25,2451.46,D2
0.0,0.0,4426.44,0.0,1720.0,T3
